id	Kanji	Strokes	Grade	Kanji_Classification	JLPT-test	Name_of_Radical	Radical_Freq	#_of_On	#_of_Meanings_of_On	#_of_Meanings_of_Kun	Year_of_Inclusion	Kanji_Frequency_with_Proper_Nouns	Kanji_Frequency_without_Proper_Nouns	Symmetry
1	亜	7	7	象形_Pictographic	1	Ni	6	1	5	0	1981	13829	1457	S
2	哀	9	7	会意_Com_Ideographic	1	Kuchi_Kuchihen	70	1	3	8	1981	4792	4651	R
3	挨	10	7	形声_Phonetic	0	Tehen	89	1	1	0	2010	324	324	
4	愛	13	4	会意_Com_Ideographic	3	Kokoro_Risshinben_Shitagokoro	76	1	3	0	1981	94602	50443	R
5	曖	17	7	形声_Phonetic	0	Nichi_Nichihen	38	1	2	0	2010	214	214	
6	悪	11	3	形声_Phonetic	4	Kokoro_Risshinben_Shitagokoro	76	2	5	17	1981	91570	91516	R
7	握	12	7	形声_Phonetic	1	Tehen	89	1	6	6	1981	26582	26582	
8	圧	5	5	会意_Com_Ideographic	2	Tsuchi_Tsuchihen	50	1	4	0	1981	58313	58272	S
9	扱	6	7	形声_Phonetic	1	Tehen	89	0	0	8	1981	22559	22559	
10	宛	8	7	会意_Com_Ideographic	0	Ukanmuri	36	0	0	1	2010	165	165	S
11	嵐	12	7	会意_Com_Ideographic	1	Yama_Yamahen	16	0	0	2	2010	6337	2046	P
12	安	6	3	会意_Com_Ideographic	4	Ukanmuri	36	1	4	6	1981	358754	276286	R
13	案	10	4	形声_Phonetic	1	Ki_Kihen	85	1	10	0	1981	182072	182072	P
14	暗	13	3	形声_Phonetic	3	Nichi_Nichihen	38	1	1	6	1981	20182	20182	R
15	以	5	4	象形_Pictographic	4	Hito_Ninben_Hitoyane	104	1	5	0	1981	320232	319095	R
16	衣	6	4	象形_Pictographic	2	Koromo_Koromohen	21	1	1	5	1981	17482	14250	S
17	位	7	4	会意_Com_Ideographic	3	Hito_Ninben_Hitoyane	104	1	3	8	1981	268425	265390	P
18	囲	7	4	形声_Phonetic	2	Kunigamae	12	1	1	7	1981	58559	58559	S
19	医	7	3	会意_Com_Ideographic	4	Kakushigamae	4	1	3	0	1981	136879	130946	R
20	依	8	7	会意_Com_Ideographic	2	Hito_Ninben_Hitoyane	104	2	1	0	1981	29057	25622	S
21	委	8	3	会意_Com_Ideographic	2	Onna_Onnahen	36	1	2	2	1981	200980	197575	S
22	威	9	7	会意_Com_Ideographic	1	Onna_Onnahen	36	1	3	0	1981	20554	19116	S
23	為	9	7	会意_Com_Ideographic	1	Hi_Hihen_Renga	26	1	3	0	1981	164942	164816	P
24	畏	9	7	象形_Pictographic	0	Ta_Tahen	19	1	3	3	2010	503	503	
25	胃	9	4	会意_Com_Ideographic	2	Niku_Nikuzuki	44	1	4	0	1981	4658	4658	R
26	尉	11	7	会意_Com_Ideographic	1	Sun	12	1	4	0	1981	1209	1195	S
27	異	11	6	象形_Pictographic	1	Ta_Tahen	19	1	4	3	1981	61359	61359	R
28	移	11	5	会意_Com_Ideographic	2	Nogi_Nogihen	23	1	10	14	1981	102395	102232	R
29	萎	11	7	形声_Phonetic	0	Kusakanmuri	47	1	5	5	2010	889	889	
30	偉	12	7	形声_Phonetic	3	Hito_Ninben_Hitoyane	104	1	1	4	1981	6493	6492	R
31	椅	12	7	形声_Phonetic	0	Ki_Kihen	85	1	1	0	2010	4614	4614	
32	彙	13	7	象形_Pictographic	0	Keigashira	1	1	1	1	2010	256	256	
33	意	13	3	会意_Com_Ideographic	4	Kokoro_Risshinben_Shitagokoro	76	1	11	0	1981	352971	352894	P
34	違	13	7	形声_Phonetic	3	Shinnyoo	51	1	6	14	1981	138810	138798	S
35	維	14	7	形声_Phonetic	1	Ito_Itohen	63	1	2	0	1981	38011	37233	
36	慰	15	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	3	6	1981	8249	8207	S
37	遺	15	6	形声_Phonetic	1	Shinnyoo	51	2	4	0	1981	86356	86349	R
38	緯	16	7	形声_Phonetic	1	Ito_Itohen	63	1	5	0	1981	10135	10134	S
39	域	11	6	形声_Phonetic	2	Tsuchi_Tsuchihen	50	1	4	0	1981	98814	98804	P
40	育	8	3	会意_Com_Ideographic	3	Niku_Nikuzuki	44	1	4	7	1981	152386	145588	P
41	一	1	1	指事_Ideographic	5	Ichi	14	2	2	5	1981	1037182	848362	R
42	壱	7	7	象形_Pictographic	1	Samurai	5	1	1	0	1981	649	225	
43	逸	11	7	会意_Com_Ideographic	1	Shinnyoo	51	1	2	0	1981	13749	9754	S
44	茨	9	7	形声_Phonetic	0	Kusakanmuri	47	0	2	2	2010	22322	303	
45	芋	6	7	形声_Phonetic	1	Kusakanmuri	47	0	0	1	1981	1185	1099	S
46	引	4	2	会意_Com_Ideographic	3	Yumi_Yumihen	11	1	29	33	1981	217815	217047	S
47	印	6	4	会意_Com_Ideographic	2	Fushizukuri_Warifu	6	1	3	14	1981	55714	48983	S
48	因	6	5	会意_Com_Ideographic	3	Kunigamae	12	1	2	2	1981	72152	71737	P
49	咽	9	7	形声_Phonetic	0	Kuchi_Kuchihen	70	1	2	0	2010	462	462	
50	姻	9	7	形声_Phonetic	1	Onna_Onnahen	36	1	1	0	1981	1079	1079	
51	員	10	3	象形_Pictographic	4	Kuchi_Kuchihen	70	1	3	0	1981	545063	544702	P
52	院	10	3	形声_Phonetic	4	Kozatohen	31	1	8	0	1981	309380	140029	P
53	淫	11	7	形声_Phonetic	0	Mizu_Sanzui_Shitamizu	118	1	2	3	2010	195	195	
54	陰	11	7	形声_Phonetic	1	Kozatohen	31	1	15	6	1981	9803	9192	S
55	飲	12	3	会意_Com_Ideographic	4	Shoku_Shokuhen	12	1	2	9	1981	33925	33924	S
56	隠	14	7	形声_Phonetic	1	Kozatohen	31	1	6	10	1981	30520	29893	R
57	韻	19	7	形声_Phonetic	1	Oto	3	1	3	0	1981	1118	1118	S
58	右	5	1	会意_Com_Ideographic	5	Kuchi_Kuchihen	70	2	2	2	1981	118918	116443	R
59	宇	6	6	形声_Phonetic	2	Ukanmuri	36	1	4	0	1981	44514	21014	S
60	羽	6	2	象形_Pictographic	2	Hane	6	1	1	6	1981	46076	11101	S
61	雨	8	1	象形_Pictographic	5	Ame_Amekanmuri	13	1	2	2	1981	27122	26169	S
62	唄	10	7	形声_Phonetic	1	Kuchi_Kuchihen	70	0	0	1	2010	2270	2052	P
63	鬱	29	7	会意_Com_Ideographic	0	Cho_Nioizake	1	1	3	0	2010	595	595	S
64	畝	10	7	形声_Phonetic	1	Ta_Tahen	19	0	0	3	1981	649	341	
65	浦	10	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	0	0	6	1981	49738	1767	
66	運	12	3	形声_Phonetic	4	Shinnyoo	51	1	5	4	1981	168926	161376	S
67	雲	12	2	形声_Phonetic	2	Ame_Amekanmuri	13	1	1	1	1981	12988	8889	S
68	永	5	5	象形_Pictographic	2	Mizu_Sanzui_Shitamizu	118	1	2	2	1981	42048	8370	R
69	泳	8	3	形声_Phonetic	3	Mizu_Sanzui_Shitamizu	118	1	4	4	1981	18982	18408	S
70	英	8	4	形声_Phonetic	4	Kusakanmuri	47	1	4	0	1981	129557	25070	R
71	映	9	6	形声_Phonetic	4	Nichi_Nichihen	38	1	2	16	1981	105302	103012	S
72	栄	9	4	形声_Phonetic	2	Ki_Kihen	85	1	4	7	1981	35458	20609	S
73	営	12	5	形声_Phonetic	2	Tsukanmuri	4	1	2	5	1981	176041	174443	P
74	詠	12	7	形声_Phonetic	1	Gon_Gonben	68	1	4	2	1981	2523	2294	S
75	影	15	7	会意_Com_Ideographic	1	Sanzukuri	5	1	1	7	1981	108002	106777	P
76	鋭	15	7	形声_Phonetic	2	Kane_Kanehen	33	1	5	8	1981	10826	10763	S
77	衛	16	5	形声_Phonetic	1	Gyoogamae	6	1	1	0	1981	110244	57115	S
78	易	8	5	会意_Com_Ideographic	3	Nichi_Nichihen	38	2	4	4	1981	33742	33592	P
79	疫	9	7	形声_Phonetic	1	Yamaidare	15	2	1	0	1981	7208	7206	S
80	益	10	5	会意_Com_Ideographic	1	Sara	8	2	5	0	1981	64941	62744	P
81	液	11	5	形声_Phonetic	2	Mizu_Sanzui_Shitamizu	118	1	5	0	1981	16315	16262	S
82	駅	14	3	形声_Phonetic	4	Uma_Umahen	11	1	3	0	1981	57221	56554	R
83	悦	10	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	4	0	1981	6261	505	S
84	越	12	7	形声_Phonetic	3	Hashiru_Soonyoo	6	1	10	14	1981	78816	48679	S
85	謁	15	7	形声_Phonetic	1	Gon_Gonben	68	1	1	0	1981	141	141	
86	閲	15	7	形声_Phonetic	1	Mongamae	11	1	2	0	1981	4936	4936	S
87	円	4	1	形声_Phonetic	5	Doogamae	3	1	2	3	1981	500580	496542	R
88	延	8	6	会意_Com_Ideographic	2	Ennyoo	3	1	1	25	1981	56177	53556	S
89	沿	8	6	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	1	3	1981	15270	15183	R
90	炎	8	7	会意_Com_Ideographic	1	Hi_Hihen_Renga	26	1	1	2	1981	19466	19466	S
91	怨	9	7	形声_Phonetic	0	Kokoro_Risshinben_Shitagokoro	76	2	3	0	2010	513	513	S
92	宴	10	7	会意_Com_Ideographic	1	Ukanmuri	36	1	4	0	1981	4440	4440	S
93	媛	12	7	形声_Phonetic	1	Onna_Onnahen	36	1	2	0	2010	8956	109	
94	援	12	7	形声_Phonetic	1	Tehen	89	1	2	0	1981	149374	149374	S
95	園	13	2	形声_Phonetic	3	Kunigamae	12	1	4	2	1981	101424	60982	P
96	煙	13	7	形声_Phonetic	3	Hi_Hihen_Renga	26	1	1	6	1981	14608	14597	P
97	猿	13	7	形声_Phonetic	1	Inu_Kemonohen	17	1	1	6	1981	3338	1757	S
98	遠	13	2	形声_Phonetic	3	Shinnyoo	51	2	4	4	1981	45975	33942	R
99	鉛	13	7	形声_Phonetic	1	Kane_Kanehen	33	1	1	1	1981	2950	2853	S
100	塩	13	4	形声_Phonetic	2	Tsuchi_Tsuchihen	50	1	1	2	1981	21528	10204	S
101	演	14	5	形声_Phonetic	3	Mizu_Sanzui_Shitamizu	118	1	7	0	1981	155925	155906	S
102	縁	15	7	形声_Phonetic	1	Ito_Itohen	63	1	15	14	1981	12092	11956	P
103	艶	19	7	会意_Com_Ideographic	1	Iro	2	1	4	8	2010	698	633	S
104	汚	6	7	形声_Phonetic	2	Mizu_Sanzui_Shitamizu	118	1	8	28	1981	20199	20199	R
105	王	4	1	象形_Pictographic	3	Tama_Oo	15	1	4	0	1981	95191	71024	S
106	凹	5	7	象形_Pictographic	1	Ukebako	4	1	2	0	1981	482	482	
107	央	5	3	象形_Pictographic	2	Dai	16	1	1	0	1981	69884	45630	
108	応	7	5	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	2	4	1981	174232	167368	S
109	往	8	5	形声_Phonetic	1	Gyooninben	19	1	2	0	1981	8776	8687	R
110	押	8	7	形声_Phonetic	3	Tehen	89	1	8	24	1981	53525	52263	S
111	旺	8	7	形声_Phonetic	1	Nichi_Nichihen	38	1	4	0	2010	1184	991	
112	欧	8	7	会意_Com_Ideographic	2	Akubi	8	1	1	0	1981	81706	796	S
113	殴	8	7	会意_Com_Ideographic	1	Rumata	6	1	3	3	1981	6653	6653	
114	桜	10	5	形声_Phonetic	1	Ki_Kihen	85	1	4	4	1981	20657	9681	S
115	翁	10	7	形声_Phonetic	1	Hane	6	1	2	0	1981	683	325	
116	奥	12	7	会意_Com_Ideographic	2	Dai	16	1	2	2	1981	25414	12419	S
117	横	15	3	形声_Phonetic	3	Ki_Kihen	85	1	1	7	1981	138234	45375	R
118	岡	8	7	会意_Com_Ideographic	1	Yama_Yamahen	16	0	0	3	2010	187113	2136	
119	屋	9	3	会意_Com_Ideographic	4	Shikabane	15	1	2	5	1981	118824	61444	P
120	億	15	4	形声_Phonetic	2	Hito_Ninben_Hitoyane	104	1	1	0	1981	172259	172258	
121	憶	16	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	2	0	1981	13656	13633	
122	臆	17	7	形声_Phonetic	0	Niku_Nikuzuki	44	1	4	0	2010	329	329	
123	虞	13	7	形声_Phonetic	1	Toragashira	5	0	0	4	1981	79	76	
124	乙	1	7	象形_Pictographic	1	Otsu_Otsunyoo	7	1	4	0	1981	2172	1348	S
125	俺	10	7	形声_Phonetic	0	Hito_Ninben_Hitoyane	104	0	0	1	2010	1599	1599	
126	卸	9	7	会意_Com_Ideographic	1	Fushizukuri_Warifu	6	0	0	3	1981	4439	4434	
127	音	9	1	会意_Com_Ideographic	4	Oto	3	2	4	8	1981	85993	81924	P
128	恩	10	5	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	6	0	1981	9650	7761	S
129	温	12	3	形声_Phonetic	2	Mizu_Sanzui_Shitamizu	118	1	2	8	1981	62533	58243	S
130	穏	16	7	形声_Phonetic	1	Nogi_Nogihen	23	1	4	4	1981	6768	6757	S
131	下	3	1	指事_Ideographic	5	Ichi	14	2	4	75	1981	390613	328608	S
132	化	4	3	会意_Com_Ideographic	3	Hi	2	2	5	5	1981	450696	439707	P
133	火	4	1	象形_Pictographic	5	Hi_Hihen_Renga	26	1	2	3	1981	78182	75741	S
134	加	5	4	会意_Com_Ideographic	3	Chikara	23	2	2	9	1981	293767	246138	R
135	可	5	5	会意_Com_Ideographic	3	Kuchi_Kuchihen	70	1	5	0	1981	165873	165025	S
136	仮	6	5	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	2	1	14	1981	19971	19623	R
137	何	7	2	形声_Phonetic	5	Hito_Ninben_Hitoyane	104	1	1	1	1981	131255	131229	R
138	花	7	1	形声_Phonetic	4	Kusakanmuri	47	1	1	12	1981	69449	48962	R
139	佳	8	7	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	3	0	1981	16214	1945	R
140	価	8	5	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	4	4	1981	166907	164689	P
141	果	8	4	象形_Pictographic	3	Ki_Kihen	85	1	2	16	1981	183069	182852	S
142	河	8	5	形声_Phonetic	2	Mizu_Sanzui_Shitamizu	118	1	2	2	1981	50828	12790	S
143	苛	8	7	形声_Phonetic	0	Kusakanmuri	47	1	3	0	2010	260	260	
144	科	9	2	会意_Com_Ideographic	3	Nogi_Nogihen	23	1	8	0	1981	125139	115197	P
145	架	9	7	形声_Phonetic	1	Ki_Kihen	85	1	6	2	1981	6608	6584	S
146	夏	10	2	象形_Pictographic	4	Suinyoo	4	2	1	1	1981	62568	55923	S
147	家	10	2	会意_Com_Ideographic	4	Ukanmuri	36	2	1	12	1981	390197	378801	S
148	荷	10	3	形声_Phonetic	2	Kusakanmuri	47	1	1	5	1981	17583	16888	S
149	華	10	7	象形_Pictographic	1	Kusakanmuri	47	2	4	1	1981	23238	16688	S
150	菓	11	7	形声_Phonetic	2	Kusakanmuri	47	1	2	0	1981	6696	6161	S
151	貨	11	4	形声_Phonetic	2	Kai_Kaihen	35	1	3	0	1981	25454	23555	P
152	渦	12	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	3	3	1981	2615	2613	S
153	過	12	5	形声_Phonetic	3	Shinnyoo	51	1	2	13	1981	169936	169936	R
154	嫁	13	7	形声_Phonetic	1	Onna_Onnahen	36	1	3	5	1981	5007	4976	S
155	暇	13	7	形声_Phonetic	1	Nichi_Nichihen	38	1	2	6	1981	4561	4555	S
156	禍	13	7	形声_Phonetic	1	Shimesu_Shimesuhen	15	1	2	0	1981	1275	1275	P
157	靴	13	7	形声_Phonetic	3	Kakunokawa_Kawahen	2	1	1	2	1981	6310	6282	S
158	寡	14	7	会意_Com_Ideographic	1	Ukanmuri	36	1	4	0	1981	975	975	R
159	歌	14	2	形声_Phonetic	4	Akubi	8	1	4	9	1981	95151	77157	P
160	箇	14	7	形声_Phonetic	1	Take_Takekanmuri	24	1	1	0	1981	268	172	R
161	稼	15	7	形声_Phonetic	1	Nogi_Nogihen	23	1	2	2	1981	15294	15249	
162	課	15	4	形声_Phonetic	2	Gon_Gonben	68	1	5	0	1981	93601	93601	S
163	蚊	10	7	形声_Phonetic	1	Mushi_Mushihen	10	0	0	1	1981	1204	1200	
164	牙	4	7	象形_Pictographic	0	Kiba_Kibahen	1	2	4	4	2010	2493	2493	
165	瓦	5	7	象形_Pictographic	0	Kawara	2	1	1	1	2010	2801	1469	S
166	我	7	6	仮借_Loan	1	Hokogamae_Hokozukuri	7	1	4	4	1981	39896	33228	S
167	画	8	2	会意_Com_Ideographic	4	Ta_Tahen	19	2	5	0	1981	217267	215393	S
168	芽	8	4	形声_Phonetic	1	Kusakanmuri	47	1	3	3	1981	5645	5415	P
169	賀	12	5	会意_Com_Ideographic	1	Kai_Kaihen	35	1	4	0	1981	54494	8115	S
170	雅	13	7	形声_Phonetic	1	Furutori	9	1	2	0	1981	29481	5071	S
171	餓	15	7	形声_Phonetic	1	Shoku_Shokuhen	12	1	3	0	1981	1646	1646	
172	介	4	7	象形_Pictographic	2	Hito_Ninben_Hitoyane	104	1	2	0	1981	101634	83725	S
173	回	6	2	象形_Pictographic	3	Kunigamae	12	2	8	20	1981	680362	680362	R
174	灰	6	6	会意_Com_Ideographic	2	Hi_Hihen_Renga	26	1	1	1	1981	3803	3767	S
175	会	6	2	象形_Pictographic	4	Hito_Ninben_Hitoyane	104	2	7	2	1981	1467498	1439692	P
176	快	7	5	形声_Phonetic	2	Kokoro_Risshinben_Shitagokoro	76	1	2	6	1981	29266	29254	S
177	戒	7	7	会意_Com_Ideographic	1	Hokogamae_Hokozukuri	7	1	2	3	1981	26530	26522	P
178	改	7	4	形声_Phonetic	2	Nobun	16	1	14	21	1981	234577	234483	R
179	怪	8	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	2	6	1981	5157	5157	R
180	拐	8	7	形声_Phonetic	1	Tehen	89	1	2	0	1981	5223	5223	
181	悔	9	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	2	8	1981	14850	14850	S
182	海	9	2	形声_Phonetic	4	Mizu_Sanzui_Shitamizu	118	1	2	2	1981	253912	135716	R
183	界	9	3	形声_Phonetic	4	Ta_Tahen	19	1	4	0	1981	276388	274516	P
184	皆	9	7	会意_Com_Ideographic	3	Shiro	5	1	3	3	1981	16872	15261	R
185	械	11	4	形声_Phonetic	2	Ki_Kihen	85	1	3	0	1981	7760	7481	
186	絵	12	2	形声_Phonetic	3	Ito_Itohen	63	2	7	0	1981	37448	34440	S
187	開	12	3	会意_Com_Ideographic	4	Mongamae	11	1	1	43	1981	492614	487193	R
188	階	12	3	形声_Phonetic	2	Kozatohen	31	1	8	0	1981	71021	70043	S
189	塊	13	7	形声_Phonetic	1	Tsuchi_Tsuchihen	50	1	6	10	1981	4858	4858	S
190	楷	13	7	形声_Phonetic	0	Ki_Kihen	85	1	5	0	2010	262	262	
191	解	13	5	会意_Com_Ideographic	3	Tsuno_Tsunohen	3	2	5	23	1981	231535	231356	S
192	潰	15	7	形声_Phonetic	0	Mizu_Sanzui_Shitamizu	118	1	9	15	2010	502	502	S
193	壊	16	7	形声_Phonetic	1	Tsuchi_Tsuchihen	50	1	1	9	1981	49235	49233	S
194	懐	16	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	2	13	1981	9364	9361	S
195	諧	16	7	形声_Phonetic	0	Gon_Gonben	68	1	3	0	2010	308	308	
196	貝	7	1	象形_Pictographic	2	Kai_Kaihen	35	0	0	2	1981	4204	2283	S
197	外	5	2	会意_Com_Ideographic	5	Yuube	5	2	4	29	1981	396147	365049	R
198	劾	8	7	形声_Phonetic	1	Chikara	23	1	1	0	1981	1479	1479	
199	害	10	4	会意_Com_Ideographic	3	Ukanmuri	36	1	5	0	1981	203753	203735	P
200	崖	11	7	形声_Phonetic	0	Yama_Yamahen	16	1	3	3	2010	598	584	
201	涯	11	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	1	0	1981	5496	5496	
202	街	12	4	形声_Phonetic	1	Gyoogamae	6	2	3	3	1981	36634	35407	S
203	慨	13	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	1	0	1981	2376	2376	
204	蓋	13	7	形声_Phonetic	0	Kusakanmuri	47	1	1	4	2010	637	636	P
205	該	13	7	形声_Phonetic	1	Gon_Gonben	68	1	1	0	1981	4696	4696	
206	概	14	7	形声_Phonetic	1	Ki_Kihen	85	1	3	0	1981	11440	11440	R
207	骸	16	7	形声_Phonetic	0	Hone_Honehen	3	1	2	0	2010	773	773	
208	垣	9	7	形声_Phonetic	1	Tsuchi_Tsuchihen	50	0	0	3	1981	17620	4939	S
209	柿	9	7	形声_Phonetic	0	Ki_Kihen	85	0	0	1	2010	2994	1508	S
210	各	6	4	会意_Com_Ideographic	2	Kuchi_Kuchihen	70	1	1	4	1981	127269	126584	R
211	角	7	2	象形_Pictographic	2	Tsuno_Tsunohen	3	1	5	8	1981	53297	43674	S
212	拡	8	6	形声_Phonetic	1	Tehen	89	1	7	0	1981	58806	58806	R
213	革	9	6	象形_Pictographic	2	Kakunokawa_Kawahen	2	1	1	11	1981	108516	108283	S
214	格	10	5	形声_Phonetic	3	Ki_Kihen	85	2	8	0	1981	158523	157579	P
215	核	10	7	形声_Phonetic	1	Ki_Kihen	85	1	4	0	1981	79956	79892	S
216	殻	11	7	会意_Com_Ideographic	1	Rumata	6	1	7	7	1981	2665	2583	P
217	郭	11	7	形声_Phonetic	1	Oozato	12	1	2	0	1981	2361	1666	S
218	覚	12	4	形声_Phonetic	3	Miru	7	1	8	12	1981	65444	64368	P
219	較	13	7	形声_Phonetic	1	Kuruma_Kurumahen	15	1	3	0	1981	13254	13254	
220	隔	13	7	形声_Phonetic	1	Kozatohen	31	1	3	8	1981	8796	8796	S
221	閣	14	6	形声_Phonetic	1	Mongamae	11	1	4	0	1981	89137	86132	S
222	確	15	5	形声_Phonetic	3	Ishi_Ishihen	16	1	4	21	1981	178948	178948	R
223	獲	16	7	形声_Phonetic	1	Inu_Kemonohen	17	1	11	11	1981	37942	37942	S
224	嚇	17	7	形声_Phonetic	1	Kuchi_Kuchihen	70	1	3	0	1981	928	928	
225	穫	18	7	形声_Phonetic	1	Nogi_Nogihen	23	1	2	0	1981	4657	4657	
226	学	8	1	会意_Com_Ideographic	5	Ko_Kohen	9	1	5	2	1981	634688	569326	P
227	岳	8	7	象形_Pictographic	1	Yama_Yamahen	16	1	2	2	1981	8436	3677	
228	楽	13	2	象形_Pictographic	4	Ki_Kihen	85	2	6	7	1981	151158	140566	S
229	額	18	5	形声_Phonetic	2	Oogai	22	1	8	2	1981	117158	117015	P
230	顎	18	7	形声_Phonetic	0	Oogai	22	1	1	2	2010	162	162	
231	掛	11	7	形声_Phonetic	3	Tehen	89	0	0	52	1981	37182	35833	S
232	潟	15	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	0	0	1	1981	39132	1180	
233	括	9	7	形声_Phonetic	1	Tehen	89	1	4	0	1981	16827	16827	S
234	活	9	2	形声_Phonetic	3	Mizu_Sanzui_Shitamizu	118	1	3	0	1981	243149	242183	S
235	喝	11	7	形声_Phonetic	1	Kuchi_Kuchihen	70	1	2	0	1981	3366	3366	S
236	渇	11	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	1	4	1981	1497	1497	S
237	割	12	6	形声_Phonetic	3	Katana_Rittoo	32	1	10	19	1981	137752	137700	R
238	葛	12	7	形声_Phonetic	0	Kusakanmuri	47	1	2	2	2010	7997	1644	
239	滑	13	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	2	6	7	1981	16490	15869	S
240	褐	13	7	形声_Phonetic	1	Koromo_Koromohen	21	1	1	0	1981	547	547	
241	轄	17	7	形声_Phonetic	1	Kuruma_Kurumahen	15	1	1	0	1981	2680	2680	
242	且	5	7	象形_Pictographic	1	Ichi	14	0	0	2	1981	85	79	
243	株	10	6	形声_Phonetic	1	Ki_Kihen	85	0	0	6	1981	124760	124753	P
244	釜	10	7	形声_Phonetic	0	Kane_Kanehen	33	0	0	4	2010	6485	1261	
245	鎌	18	7	形声_Phonetic	1	Kane_Kanehen	33	0	0	3	2010	6732	260	
246	刈	4	7	象形_Pictographic	1	Katana_Rittoo	32	0	0	6	1981	6788	2974	
247	干	3	6	象形_Pictographic	2	Ichijuu	5	1	4	6	1981	10713	10471	S
248	刊	5	5	形声_Phonetic	2	Katana_Rittoo	32	1	3	0	1981	46452	45720	P
249	甘	5	7	象形_Pictographic	2	Amai	2	1	3	16	1981	18128	16866	R
250	汗	6	7	形声_Phonetic	2	Mizu_Sanzui_Shitamizu	118	1	1	1	1981	6422	6421	S
251	缶	6	7	形声_Phonetic	2	Hotogi	1	1	1	0	1981	5429	5417	
252	完	7	4	会意_Com_Ideographic	3	Ukanmuri	36	1	2	0	1981	62034	61264	R
253	肝	7	7	形声_Phonetic	1	Niku_Nikuzuki	44	1	1	4	1981	13435	13380	R
254	官	8	4	会意_Com_Ideographic	3	Ukanmuri	36	1	3	0	1981	261404	260883	S
255	冠	9	7	会意_Com_Ideographic	1	Wakanmuri	4	1	5	3	1981	11741	11129	P
256	巻	9	6	会意_Com_Ideographic	2	Onore	2	1	4	9	1981	37301	32398	P
257	看	9	6	会意_Com_Ideographic	1	Me_Mehen	19	1	1	0	1981	18309	18261	R
258	陥	10	7	形声_Phonetic	1	Kozatohen	31	1	7	9	1981	17344	17344	S
259	乾	11	7	会意_Com_Ideographic	2	Otsu_Otsunyoo	7	1	2	4	1981	7656	7077	R
260	勘	11	7	会意_Com_Ideographic	1	Chikara	23	1	3	0	1981	7017	5721	S
261	患	11	7	形声_Phonetic	2	Kokoro_Risshinben_Shitagokoro	76	1	1	3	1981	46261	46258	P
262	貫	11	7	会意_Com_Ideographic	1	Kai_Kaihen	35	1	1	4	1981	17190	13308	S
263	寒	12	3	会意_Com_Ideographic	3	Ukanmuri	36	1	2	2	1981	10332	9231	S
264	喚	12	7	形声_Phonetic	1	Kuchi_Kuchihen	70	1	5	0	1981	4705	4705	S
265	堪	12	7	形声_Phonetic	1	Tsuchi_Tsuchihen	50	1	8	8	1981	1822	1822	
266	換	12	7	形声_Phonetic	2	Tehen	89	1	7	8	1981	51195	51195	S
267	敢	12	7	象形_Pictographic	1	Nobun	16	1	7	0	1981	3528	3528	S
268	棺	12	7	形声_Phonetic	1	Ki_Kihen	85	1	2	0	1981	971	971	
269	款	12	7	会意_Com_Ideographic	1	Akubi	8	1	5	0	1981	1774	1774	
270	間	12	2	会意_Com_Ideographic	5	Mongamae	11	2	8	20	1981	625322	593691	P
271	閑	12	7	会意_Com_Ideographic	1	Mongamae	11	1	1	0	1981	2101	1469	S
272	勧	13	7	形声_Phonetic	1	Chikara	23	1	4	4	1981	22557	21482	R
273	寛	13	7	会意_Com_Ideographic	1	Ukanmuri	36	1	2	0	1981	14432	2023	R
274	幹	13	5	形声_Phonetic	1	Ichijuu	5	1	1	1	1981	115353	105322	S
275	感	13	3	形声_Phonetic	3	Kokoro_Risshinben_Shitagokoro	76	1	7	0	1981	269610	269551	S
276	漢	13	3	形声_Phonetic	4	Mizu_Sanzui_Shitamizu	118	1	3	0	1981	13555	11457	S
277	慣	14	5	形声_Phonetic	3	Kokoro_Risshinben_Shitagokoro	76	1	2	12	1981	15194	15194	S
278	管	14	4	形声_Phonetic	2	Take_Takekanmuri	24	1	4	3	1981	89826	87263	P
279	関	14	4	会意_Com_Ideographic	3	Mongamae	11	1	2	7	1981	471196	399339	S
280	歓	15	7	形声_Phonetic	1	Akubi	8	1	2	0	1981	16949	16935	S
